File Date,Trade Date,Form,Insider,Ticker,Security Title,Code,10b5-1,Direct,Exercise Price,Unit Price,Units Changed,Value Changed (1K),Remaining Options,Remaining Shares
2020-10-22,2020-10-20,4,RIDEOUT STANTON K,HYMC,Restricted Stock Units,A - Award,,D,nan,nan,"32,982",nan,"32,982",nan
2020-10-16,2020-10-06,4/A,"Mudrick Capital Management, L.P.",HYMC,Warrants,P - Purchase,,I,10.50,nan,"3,222,222",nan,"3,222,222",nan
2020-10-16,2020-10-06,4/A,"Mudrick Capital Management, L.P.",HYMC,Class A Common Stock,P - Purchase,,I,nan,nan,"3,222,222",nan,nan,"25,203,457"
2020-10-16,2020-10-06,4/A,"Mudrick Capital Management, L.P.",HYMC,Warrants,P - Purchase,,I,10.50,nan,"3,222,222",nan,"3,222,222",nan
2020-10-16,2020-10-06,4/A,"Mudrick Capital Management, L.P.",HYMC,Class A Common Stock,P - Purchase,,I,nan,nan,"3,222,222",nan,nan,"25,203,457"
2020-10-08,2020-10-06,4,"Mudrick Capital Management, L.P.",HYMC,Warrants,P - Purchase,,I,10.50,nan,"3,222,222",nan,"3,222,222",nan
2020-10-08,2020-10-06,4,"Mudrick Capital Management, L.P.",HYMC,Class A Common Stock,P - Purchase,,I,nan,nan,"3,222,222",nan,nan,"25,203,457"
2020-10-08,2020-10-06,4,"Mudrick Capital Management, L.P.",HYMC,Warrants,P - Purchase,,I,10.50,nan,"3,222,222",nan,"3,222,222",nan
2020-10-08,2020-10-06,4,"Mudrick Capital Management, L.P.",HYMC,Class A Common Stock,P - Purchase,,I,nan,nan,"3,222,222",nan,nan,"25,203,457"
2020-10-08,2020-10-06,4,HIGHBRIDGE CAPITAL MANAGEMENT LLC,HYMC,"Warrants (Right to Buy) (the ""Warrants"")",P - Purchase,,I,10.50,nan,nan,nan,"833,333",nan
2020-10-08,2020-10-06,4,HIGHBRIDGE CAPITAL MANAGEMENT LLC,HYMC,"Class A Common Stock, $0.0001 par value (""Common Stock"")",P - Purchase,,I,nan,nan,"833,333",nan,nan,"7,740,213"
2020-09-10,2020-09-08,4,GARRETT DIANE R,HYMC,Restricted Stock Units,A - Award,,D,nan,nan,"96,154",nan,"96,154",nan
2020-06-10,nan,3,Wbox 2015-5 Ltd.,HYMC,"Class A Common Stock, $0.0001 par value",nan,,D,nan,nan,nan,nan,nan,"15,994,682"
2020-06-10,nan,3,Wbox 2015-5 Ltd.,HYMC,"Class A Common Stock, $0.0001 par value",nan,,D,nan,nan,nan,nan,nan,"15,994,682"
2020-06-10,nan,3,Wbox 2015-5 Ltd.,HYMC,"Class A Common Stock, $0.0001 par value",nan,,D,nan,nan,nan,nan,nan,"15,994,682"
2020-06-08,2020-05-29,4/A,"Mudrick Capital Management, L.P.",HYMC,Private Placement Warrants,A - Award,,I,nan,nan,"1,295,892",nan,"1,295,892",nan
2020-06-08,2020-05-29,4/A,"Mudrick Capital Management, L.P.",HYMC,Warrants,A - Award,,I,nan,nan,"2,500,000",nan,"9,200,000",nan
2020-06-08,2020-05-29,4/A,"Mudrick Capital Management, L.P.",HYMC,Class B Common Stock,D - Sale to Issuer,,I,nan,nan,"-1,688,180",nan,0,nan
2020-06-08,2020-05-29,4/A,"Mudrick Capital Management, L.P.",HYMC,Class B Common Stock,D - Sale to Issuer,,I,nan,nan,"-3,511,820",nan,"1,688,180",nan
2020-06-08,2020-05-29,4/A,"Mudrick Capital Management, L.P.",HYMC,Class A Common Stock,A - Award,,I,nan,nan,"5,817,015",nan,nan,"21,981,238"
2020-06-08,2020-05-29,4/A,"Mudrick Capital Management, L.P.",HYMC,Class A Common Stock,A - Award,,I,nan,nan,"3,028,924",nan,nan,"16,164,223"
2020-06-08,2020-05-29,4/A,"Mudrick Capital Management, L.P.",HYMC,Class A Common Stock,A - Award,,I,nan,nan,"8,322,119",nan,nan,"13,135,299"
2020-06-08,2020-05-29,4/A,"Mudrick Capital Management, L.P.",HYMC,Class A Common Stock,A - Award,,I,nan,nan,"3,125,000",nan,nan,"4,813,180"
2020-06-08,2020-05-29,4/A,"Mudrick Capital Management, L.P.",HYMC,Class A Common Stock,A - Award,,I,nan,nan,"1,688,180",nan,nan,"1,688,180"
2020-06-08,2020-05-29,4/A,"Mudrick Capital Management, L.P.",HYMC,Private Placement Warrants,A - Award,,I,nan,nan,"1,295,892",nan,"1,295,892",nan
2020-06-08,2020-05-29,4/A,"Mudrick Capital Management, L.P.",HYMC,Warrants,A - Award,,I,nan,nan,"2,500,000",nan,"9,200,000",nan
2020-06-08,2020-05-29,4/A,"Mudrick Capital Management, L.P.",HYMC,Class B Common Stock,D - Sale to Issuer,,I,nan,nan,"-1,688,180",nan,0,nan
2020-06-08,2020-05-29,4/A,"Mudrick Capital Management, L.P.",HYMC,Class B Common Stock,D - Sale to Issuer,,I,nan,nan,"-3,511,820",nan,"1,688,180",nan
2020-06-08,2020-05-29,4/A,"Mudrick Capital Management, L.P.",HYMC,Class A Common Stock,A - Award,,I,nan,nan,"5,817,015",nan,nan,"21,981,238"
2020-06-08,2020-05-29,4/A,"Mudrick Capital Management, L.P.",HYMC,Class A Common Stock,A - Award,,I,nan,nan,"3,028,924",nan,nan,"16,164,223"
2020-06-08,2020-05-29,4/A,"Mudrick Capital Management, L.P.",HYMC,Class A Common Stock,A - Award,,I,nan,nan,"8,322,119",nan,nan,"13,135,299"
2020-06-08,2020-05-29,4/A,"Mudrick Capital Management, L.P.",HYMC,Class A Common Stock,A - Award,,I,nan,nan,"3,125,000",nan,nan,"4,813,180"
2020-06-08,2020-05-29,4/A,"Mudrick Capital Management, L.P.",HYMC,Class A Common Stock,A - Award,,I,nan,nan,"1,688,180",nan,nan,"1,688,180"
2020-06-08,nan,3,WHITEBOX ADVISORS LLC,HYMC,"Class A Common Stock, $0.0001 par value",nan,,I,nan,nan,nan,nan,nan,"32,196,339"
2020-06-08,nan,3,WHITEBOX ADVISORS LLC,HYMC,"Class A Common Stock, $0.0001 par value",nan,,D,nan,nan,nan,nan,nan,"28,094,181"
2020-06-08,nan,3,WHITEBOX ADVISORS LLC,HYMC,"Class A Common Stock, $0.0001 par value",nan,,I,nan,nan,nan,nan,nan,"32,196,339"
2020-06-08,nan,3,WHITEBOX ADVISORS LLC,HYMC,"Class A Common Stock, $0.0001 par value",nan,,D,nan,nan,nan,nan,nan,"28,094,181"
2020-06-08,nan,3,WHITEBOX ADVISORS LLC,HYMC,"Class A Common Stock, $0.0001 par value",nan,,I,nan,nan,nan,nan,nan,"32,196,339"
2020-06-08,nan,3,WHITEBOX ADVISORS LLC,HYMC,"Class A Common Stock, $0.0001 par value",nan,,D,nan,nan,nan,nan,nan,"28,094,181"
2020-06-08,nan,3,1992 MSF International Ltd.,HYMC,"Class A Common Stock, $0.0001 par value (""Common Stock"")",nan,,I,nan,nan,nan,nan,nan,"13,813,760"
2020-06-08,nan,3,1992 MSF International Ltd.,HYMC,"Class A Common Stock, $0.0001 par value (""Common Stock"")",nan,,I,nan,nan,nan,nan,nan,"13,813,760"
2020-06-08,nan,3,1992 MSF International Ltd.,HYMC,"Class A Common Stock, $0.0001 par value (""Common Stock"")",nan,,I,nan,nan,nan,nan,nan,"13,813,760"
2020-06-08,nan,3,1992 MSF International Ltd.,HYMC,"Class A Common Stock, $0.0001 par value (""Common Stock"")",nan,,I,nan,nan,nan,nan,nan,"13,813,760"
2020-06-03,2020-05-29,4,"Mudrick Capital Management, L.P.",HYMC,Private Placement Warrants,A - Award,,I,nan,nan,"1,295,892",nan,"1,295,892",nan
2020-06-03,2020-05-29,4,"Mudrick Capital Management, L.P.",HYMC,Warrants,A - Award,,I,nan,nan,"2,500,000",nan,"2,500,000",nan
2020-06-03,2020-05-29,4,"Mudrick Capital Management, L.P.",HYMC,Class B Common Stock,D - Sale to Issuer,,I,nan,nan,"-1,688,180",nan,0,nan
2020-06-03,2020-05-29,4,"Mudrick Capital Management, L.P.",HYMC,Class B Common Stock,D - Sale to Issuer,,I,nan,nan,"-3,511,820",nan,"1,688,180",nan
2020-06-03,2020-05-29,4,"Mudrick Capital Management, L.P.",HYMC,Class A Common Stock,A - Award,,I,nan,nan,"5,817,015",nan,nan,"21,981,238"
2020-06-03,2020-05-29,4,"Mudrick Capital Management, L.P.",HYMC,Class A Common Stock,A - Award,,I,nan,nan,"3,028,924",nan,nan,"16,164,223"
2020-06-03,2020-05-29,4,"Mudrick Capital Management, L.P.",HYMC,Class A Common Stock,A - Award,,I,nan,nan,"8,322,119",nan,nan,"13,135,299"
2020-06-03,2020-05-29,4,"Mudrick Capital Management, L.P.",HYMC,Class A Common Stock,A - Award,,I,nan,nan,"3,125,000",nan,nan,"4,813,180"
2020-06-03,2020-05-29,4,"Mudrick Capital Management, L.P.",HYMC,Class A Common Stock,A - Award,,I,nan,nan,"1,688,180",nan,nan,"1,688,180"
2020-06-02,2020-05-29,4,"Mudrick Capital Management, L.P.",HYMC,Private Placement Warrants,A - Award,,I,nan,nan,"1,295,892",nan,"1,295,892",nan
2020-06-02,2020-05-29,4,"Mudrick Capital Management, L.P.",HYMC,Warrants,A - Award,,I,nan,nan,"2,500,000",nan,"2,500,000",nan
2020-06-02,2020-05-29,4,"Mudrick Capital Management, L.P.",HYMC,Class B Common Stock,D - Sale to Issuer,,I,nan,nan,"-1,688,180",nan,0,nan
2020-06-02,2020-05-29,4,"Mudrick Capital Management, L.P.",HYMC,Class B Common Stock,D - Sale to Issuer,,I,nan,nan,"-3,511,820",nan,"1,688,180",nan
2020-06-02,2020-05-29,4,"Mudrick Capital Management, L.P.",HYMC,Class A Common Stock,A - Award,,I,nan,nan,"5,817,015",nan,nan,"21,981,238"
2020-06-02,2020-05-29,4,"Mudrick Capital Management, L.P.",HYMC,Class A Common Stock,A - Award,,I,nan,nan,"3,028,924",nan,nan,"16,164,223"
2020-06-02,2020-05-29,4,"Mudrick Capital Management, L.P.",HYMC,Class A Common Stock,A - Award,,I,nan,nan,"8,322,119",nan,nan,"13,135,299"
2020-06-02,2020-05-29,4,"Mudrick Capital Management, L.P.",HYMC,Class A Common Stock,A - Award,,I,nan,nan,"3,125,000",nan,nan,"4,813,180"
2020-06-02,2020-05-29,4,"Mudrick Capital Management, L.P.",HYMC,Class A Common Stock,A - Award,,I,nan,nan,"1,688,180",nan,nan,"1,688,180"
2020-06-02,2020-05-29,4,Buffington Randy E.,HYMC,Restricted Stock Units,A - Award,,D,nan,nan,"80,072",nan,"80,072",nan
2020-06-02,2020-05-29,4,Jones Stephen Martin,HYMC,Restricted Stock Units,A - Award,,D,nan,nan,"54,018",nan,"54,018",nan
2018-03-02,2018-02-28,4,Mudrick Capital Acquisition Holdings LLC,MUDS,Class B Common Stock,J - Other,,D,nan,nan,"-550,000",nan,"5,200,000",nan
